comment,sentiment,comment_length,cleaned_comment,label
serius gini diluar ekpetasiðŸ™‚,-1,31,serius gini diluar ekpetasi,1
"""Wiii anjay kapan lagi liat babi megang 2 anjing""",-1,49,wiii anjay kapan lagi liat babi megang 2 anjing,1
ini kalau di korea bakalan gak jdi tayang sih...,1,48,ini kalau di korea bakalan gak jdi tayang sih,0
relawan itu baiknya kalo gak bubar dipidanakan saja karna bikin fitnah kisruh dengan buzer2nya,1,94,relawan itu baiknya kalo gak bubar dipidanakan saja karna bikin fitnah kisruh dengan buzer2nya,0
kaget tiba2 fiki naki nikahðŸ˜±,1,31,kaget tiba2 fiki naki nikah,0
"""pgn belajar sama karakter ini"" tp mau buat versi sendiri lah begimnaðŸ˜­ðŸ™",1,77,pgn belajar sama karakter ini tp mau buat versi sendiri lah begimna,0
"""Foto no edit edit ya saayy kamera nyaa bening,,, model fotonya pun juga bening gak perlu pakai filter tipu tipu""",1,113,foto no edit edit ya saayy kamera nyaa bening model fotonya pun juga bening gak perlu pakai filter tipu tipu,0
mantab bu dosen,1,15,mantab bu dosen,0
Ibu ini lrbih cerdas daripada para relawan,-1,42,ibu ini lrbih cerdas daripada para relawan,1
ini beneran? foto mama papa nya kok pas foto?,1,45,ini beneran foto mama papa nya kok pas foto,0
"""Udah ka gausah digubris gausah dipikirin. Bersyukur aja sama nikmat tuhan yang udah dikasih ke kaka. Gausah juga ngatain orang ka, tetep bersyukur atas nikmatnya""",1,163,udah ka gausah digubris gausah dipikirin bersyukur aja sama nikmat tuhan yang udah dikasih ke kaka gausah juga ngatain orang ka tetep bersyukur atas nikmatnya,0
Harus berani legowo dan mental ksatria ðŸ™Œ,1,43,harus berani legowo dan mental ksatria,0
Bacooot,-1,7,bacooot,1
"pengen belajar karakter ini, tapi ga baca Webtoon ataupun nonton drama nyaðŸ˜­ Gimana mau belajar nya?ðŸ˜­ Disekolah atau apa aja kalau namanya belajar pasti butuh buku atau google buat referensiðŸ˜­",1,199,pengen belajar karakter ini tapi ga baca webtoon ataupun nonton drama nya gimana mau belajar nya disekolah atau apa aja kalau namanya belajar pasti butuh buku atau google buat referensi,0
"""Tambah gede aja rafathar ya tambah pinter ya Rafathar""",1,55,tambah gede aja rafathar ya tambah pinter ya rafathar,0
"""Kaya ny gajahnya merasakan aura positif nya mb gigi itu? kelihatan sumringah jg gajahnya loo..""",1,96,kaya ny gajahnya merasakan aura positif nya mb gigi itu kelihatan sumringah jg gajahnya loo,0
"""Entah knp liat muka BG Eric sekarang kaya enak gitu .. dari pada yg dulu""",1,74,entah knp liat muka bg eric sekarang kaya enak gitu dari pada yg dulu,0
"si bravy mah numpang eksis doang ke mba erðŸ˜‚, itu udh jdi niat si mnurutku.
ku lihat mba er juga ga trlalu mikirin hal kyk gitu,lebih fokus ke karir apalgi skrg udh ada andrew ,org2 problematic tinggal cut off aja",-1,215,si bravy mah numpang eksis doang ke mba er itu udh jdi niat si mnurutku ku lihat mba er juga ga trlalu mikirin hal kyk gitu lebih fokus ke karir apalgi skrg udh ada andrew org2 problematic tinggal cut off aja,1
kaum 58% gak bakal sadar,-1,24,kaum 58 gak bakal sadar,1
aku lihat dia kok kaya lihat kotaran saya yah. adakah yang sama?,-1,64,aku lihat dia kok kaya lihat kotaran saya yah adakah yang sama,1
"aku juga ikut merasakan pas SD apa yg aku inginkan selalu dituruti sama ibu ðŸ¥° tiap lebaran selalu dibeliin gelang,anting..heee",1,129,aku juga ikut merasakan pas sd apa yg aku inginkan selalu dituruti sama ibu tiap lebaran selalu dibeliin gelang anting heee,0
"""Ibu kamu pelakor plus hamil di luar nikah ya? Pantesan anaknya kyk gini modelannya""",-1,84,ibu kamu pelakor plus hamil di luar nikah ya pantesan anaknya kyk gini modelannya,1
"""pada julid padahal kan meldi gak nyusahin kalian""",1,50,pada julid padahal kan meldi gak nyusahin kalian,0
"jahat jahat bgt ketikan kalian plis ya allahhhh:(. aku bacanya aja istighfar berkali"":((",1,88,jahat jahat bgt ketikan kalian plis ya allahhhh aku bacanya aja istighfar berkali,0
tahun itu dia ngomong Projo pro Jokowi. knpa gak ditunjukin aja video nya biar dia kemakan fakta yg pernah di omongin. ?,1,120,tahun itu dia ngomong projo pro jokowi knpa gak ditunjukin aja video nya biar dia kemakan fakta yg pernah di omongin,0
"plisss normalisasikann tan skin teman""ðŸ™ðŸ», semua kulit tuhh cakeppâœ¨",1,74,plisss normalisasikann tan skin teman semua kulit tuhh cakepp,0
netizen kenapa deh ngurusin hidup orang mulu,1,44,netizen kenapa deh ngurusin hidup orang mulu,0
semangat zize,1,13,semangat zize,0
"""Cuman rumus diet ini yg ga bisa dipecahka ya bang?""",1,52,cuman rumus diet ini yg ga bisa dipecahka ya bang,0
"Wkwkwk ga heran, org dunia malam mana bs dipercaya",-1,50,wkwkwk ga heran org dunia malam mana bs dipercaya,1
"""Di atm tinggal 150 ribu aja banyak gaya lu dugong""",-1,51,di atm tinggal 150 ribu aja banyak gaya lu dugong,1
"""Uda pinter, cantik gak kebanyakan tingkah. Perfect""",1,52,uda pinter cantik gak kebanyakan tingkah perfect,0
intinya relawan ingin mengadu domba rakyat dan yg utama mengalihkan isu dari semua kasus jokowi,1,95,intinya relawan ingin mengadu domba rakyat dan yg utama mengalihkan isu dari semua kasus jokowi,0
"ngapa yang di salahin presiden dah, kan beda tugas antara legislatif dan eksekutif",1,82,ngapa yang di salahin presiden dah kan beda tugas antara legislatif dan eksekutif,0
relawan gak jelas cuma cari panggung,-1,36,relawan gak jelas cuma cari panggung,1
"""@rangga_kanahaya knp gk truck sampah, kek mukanya sampah""",-1,58,knp gk truck sampah kek mukanya sampah,1
"""Lu sama anjingnya, lebih baik anjingnya""",-1,41,lu sama anjingnya lebih baik anjingnya,1
kata aku mah mundur aja liiiss..perbaiki diri upgrade diri. masa lalu lupain ajaaa. kebenaran tu akam terungkap seiring berjalannya waktu.,1,138,kata aku mah mundur aja liiiss perbaiki diri upgrade diri masa lalu lupain ajaaa kebenaran tu akam terungkap seiring berjalannya waktu,0
hahahahhaha itu bukan kayak kulit Erika kalau kulit Erika hitam tapi bagus kalau ini sedikit ya tau lah yaðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,-1,122,hahahahhaha itu bukan kayak kulit erika kalau kulit erika hitam tapi bagus kalau ini sedikit ya tau lah ya,1
tebak isi pikiran mbak aril,1,27,tebak isi pikiran mbak aril,0
"""Kalo disuruh melihara anjing/eric gw pilih anjing aja meski Najis tapi lebih najisan erick kontol""",-1,99,kalo disuruh melihara anjing eric gw pilih anjing aja meski najis tapi lebih najisan erick kontol,1
tolol,-1,5,tolol,1
pikirkan ekonomi supaya rakyat sejahtera ... politik terus kapan neres nya ... pemilu udah usai mari kita pikirkan raktyat supaya sejahtera.,-1,140,pikirkan ekonomi supaya rakyat sejahtera politik terus kapan neres nya pemilu udah usai mari kita pikirkan raktyat supaya sejahtera,1
"""Gapaham lagi cakeup nya natural Masyaallah""",1,44,gapaham lagi cakeup nya natural masyaallah,0
"kalau si erika hamil lagi, berarti sama yang ini dong ?",-1,55,kalau si erika hamil lagi berarti sama yang ini dong,1
Ga cuma magrib. Ini malah isyak bnget,1,37,ga cuma magrib ini malah isyak bnget,0
"ngapain hi hi , org ga kenalðŸ˜­",-1,32,ngapain hi hi org ga kenal,1
Gak pemuja gak mulyono nya 11 12 lah,-1,36,gak pemuja gak mulyono nya 11 12 lah,1
"""Gpp Mel semangat buat belajar trusssss jangan gampang nyerah pokoknya @rosameldianti_""",1,87,gpp mel semangat buat belajar trusssss jangan gampang nyerah pokoknya,0
"""Fokus ke nagita pas mau minum masih sempet baca doa. keren bgt hasil dari didikan orang tua nya""",1,97,fokus ke nagita pas mau minum masih sempet baca doa keren bgt hasil dari didikan orang tua nya,0
"""Jangan beli baju lonte entar kena sial""",-1,40,jangan beli baju lonte entar kena sial,1
"mulai banyak yang komen kasian,dia seorang ibu.guyss pake akal sehat no baperanðŸ˜„",1,83,mulai banyak yang komen kasian dia seorang ibu guyss pake akal sehat no baperan,0
tinggl d LN bukny mkin cantik glowing laaa ini beda sndiri ðŸ¤£ agak laen ng,-1,76,tinggl d ln bukny mkin cantik glowing laaa ini beda sndiri agak laen ng,1
"""Cantik banget kalo meldi muka natural kek gini""",1,48,cantik banget kalo meldi muka natural kek gini,0
"""Open BO ga bang si listy? Kebetulan ada om-om yg nyari cwe yg udah pengalaman!!!!""",-1,83,open bo ga bang si listy kebetulan ada om om yg nyari cwe yg udah pengalaman,1
Target sudah tercapai dia hanya ingin balas dendam mengebu2 ke panda lewat si er setelah semua hancur kan di tinggal si er nya .,-1,128,target sudah tercapai dia hanya ingin balas dendam mengebu2 ke panda lewat si er setelah semua hancur kan di tinggal si er nya,1
jadi kaya umur 35 an giniðŸ™‚ðŸ™‚ðŸ™‚,-1,37,jadi kaya umur 35 an gini,1
"""Manusia anjing. Nyari uang gitu amat. Lo kerja aja sama gue nyebokin gue ntar gue gaji lo.""",-1,92,manusia anjing nyari uang gitu amat lo kerja aja sama gue nyebokin gue ntar gue gaji lo,1
tan skin disana cantik loh guys di indo mah beda lagi,1,53,tan skin disana cantik loh guys di indo mah beda lagi,0
Akhirnya satu Indonesia sadar ada yang ga beres sama ni orang,-1,61,akhirnya satu indonesia sadar ada yang ga beres sama ni orang,1
kek gerah banget liat nyaðŸ˜­,-1,29,kek gerah banget liat nya,1
"""Babi lagi main ma anjing :)""",-1,29,babi lagi main ma anjing,1
lengah dikit tamat.,1,19,lengah dikit tamat,0
"""Lupa di edit ya tu muka melar""",-1,31,lupa di edit ya tu muka melar,1
"""Ragu aja cantik kan kak, apalagi kalau serius""",1,47,ragu aja cantik kan kak apalagi kalau serius,0
angkot jangan dengerinðŸ˜‚,-1,26,angkot jangan dengerin,1
"""Dikasih bidadari malah milih sampah""",-1,37,dikasih bidadari malah milih sampah,1
"""Cantik banget semoga sehat selalu kakak panutan""",1,49,cantik banget semoga sehat selalu kakak panutan,0
"""Akhirnya jesica bisa lepas dari kambing hitam ini""",-1,51,akhirnya jesica bisa lepas dari kambing hitam ini,1
"Mungkin maksud paling sebenarnya dari beliau ini adalah tentang kemunafikan. Tapi di satu sisi, ini tak pantas dan tak etis beliau paparkan dan sampaikan kepada umum secara beliau menjabat sebagai seorang menteri kepemerintahan. Tolong lain kali bahasanya bisa dibungkus dengan lebih bermoral, bermartabat, mengedukasi dan semacamnya yang sekiranya sudah seharusnya keluar dari seseorang yang setidaknya sudah selesai menjalani pendidikan tinggi.",1,446,mungkin maksud paling sebenarnya dari beliau ini adalah tentang kemunafikan tapi di satu sisi ini tak pantas dan tak etis beliau paparkan dan sampaikan kepada umum secara beliau menjabat sebagai seorang menteri kepemerintahan tolong lain kali bahasanya bisa dibungkus dengan lebih bermoral bermartabat mengedukasi dan semacamnya yang sekiranya sudah seharusnya keluar dari seseorang yang setidaknya sudah selesai menjalani pendidikan tinggi,0
"""Look-nya Rafathar emang gak bisa dipungkiri, diborong gen mama gigi semua HAHA.""",1,81,look nya rafathar emang gak bisa dipungkiri diborong gen mama gigi semua haha,0
"main tipis""di garudagacor langsung wd 20 jt full senyum derr",1,60,main tipis di garudagacor langsung wd 20 jt full senyum derr,0
"Aki aki pansos ..",-1,18,aki aki pansos,1
"""Gw melihat cewek murahan di postingan ini""",-1,43,gw melihat cewek murahan di postingan ini,1
yang dulu mungkin ahh masa udah buka hijab ajah,1,47,yang dulu mungkin ahh masa udah buka hijab ajah,0
cewe kaya looks cinta ini di amrik sana emg jatuhnya cewe kece woii. beda ama kita,1,82,cewe kaya looks cinta ini di amrik sana emg jatuhnya cewe kece woii beda ama kita,0
berkat Bahlil bengkel gw jadi rame ðŸ˜,1,39,berkat bahlil bengkel gw jadi rame,0
disuruh milib oppa malh milih opet,-1,34,disuruh milib oppa malh milih opet,1
"Judol berhenti setelah budi arie berhenti jdi menteri, logikanya judol itu berhenti karena gak ada lagi Backup dari Budi Arie jangan-janganðŸ˜‚",1,143,judol berhenti setelah budi arie berhenti jdi menteri logikanya judol itu berhenti karena gak ada lagi backup dari budi arie jangan jangan,0
dosen sange ngetik sambil ngocok kali,-1,37,dosen sange ngetik sambil ngocok kali,1
cinta knpa malah kaya gini ðŸ˜”,-1,31,cinta knpa malah kaya gini,1
"yang bully timothy beruntung banget, ayah timothy ga nuntut dihukum lo, smoga tenangg kaka timothyðŸ˜ž",1,102,yang bully timothy beruntung banget ayah timothy ga nuntut dihukum lo smoga tenangg kaka timothy,0
kesabaran ariel tatum diuji bangetðŸ˜‚ðŸ˜‚ðŸ˜‚,-1,46,kesabaran ariel tatum diuji banget,1
"zize,jule,nisa,luthfi,bikin gc sana",1,35,zize jule nisa luthfi bikin gc sana,0
tp trliat lbh tua dd umurnyaðŸ˜­,-1,32,tp trliat lbh tua dd umurnya,1
maghrib bangetðŸ˜‚,-1,18,maghrib banget,1
aura rohingya nya terlalu kuat,-1,30,aura rohingya nya terlalu kuat,1
ya kali kejayaan selamanya bang ðŸ˜‚,-1,36,ya kali kejayaan selamanya bang,1
"""Nagita masa kaya anak muda coba cantikk bangeett""",1,50,nagita masa kaya anak muda coba cantikk bangeett,0
banyak yang cowok nangis saat menikah tapi preeet pada waktunya,-1,63,banyak yang cowok nangis saat menikah tapi preeet pada waktunya,1
Jadikan sekjen Gerindra...,-1,26,jadikan sekjen gerindra,1
idak puas atas putusan ini harusnya mereka non activ selama nya,-1,63,idak puas atas putusan ini harusnya mereka non activ selama nya,1
"""Saya kok suka ya sama mereka harmonis""",1,39,saya kok suka ya sama mereka harmonis,0
musang bigahiy,-1,14,musang bigahiy,1
"fiki naki adalah laki-laki yang sungguh-sungguh menjaga dirinya dari pergaulan yang buruk, akhirnya dia benar-benar berhasil, itu keren dan sangat sulit untuk seorang laki-laki dengan pekerjaan seperti Fiki, memang terbaik Fiki naki, samawa fiki naki ðŸ”¥",1,255,fiki naki adalah laki laki yang sungguh sungguh menjaga dirinya dari pergaulan yang buruk akhirnya dia benar benar berhasil itu keren dan sangat sulit untuk seorang laki laki dengan pekerjaan seperti fiki memang terbaik fiki naki samawa fiki naki,0
"""Cocok banget sama2 orang gak bener biar lah dia hancur bersama""",-1,64,cocok banget sama2 orang gak bener biar lah dia hancur bersama,1
pak Harto lebih pantas jadi pahlawan nasional,1,45,pak harto lebih pantas jadi pahlawan nasional,0
Oh sangat berprestasiðŸ™Œ,1,25,oh sangat berprestasi,0
"""Nih orang manis bnget sihh ga ngerti lagi""",1,43,nih orang manis bnget sihh ga ngerti lagi,0
Reza Arab jg dlu nangis ðŸ˜­ðŸ˜­ðŸ˜­lebih sesegukan lagi ðŸ˜‚,-1,61,reza arab jg dlu nangis lebih sesegukan lagi,1
tenang zah kamu sendirian kok:),-1,31,tenang zah kamu sendirian kok,1
sok ganteng banyak tingkah,-1,26,sok ganteng banyak tingkah,1
padahal dulu keliatan high value gitu kan personal branding nya bagus eh sekarang malah down grade,-1,98,padahal dulu keliatan high value gitu kan personal branding nya bagus eh sekarang malah down grade,1
haii kaa semangattt yahh akuu disiniiiðŸ¤ðŸ¤akuu nge fans arhan tapi ga ngebencii kaka and ga nge hujat kakaðŸ–¤ðŸ–¤ðŸ¤ðŸ¤â¤ðŸ’—ðŸ’—ðŸ’“ðŸ’“ðŸ’ž,1,149,haii kaa semangattt yahh akuu disiniii akuu nge fans arhan tapi ga ngebencii kaka and ga nge hujat kaka,0
"Unfollow lah, muak bgt ðŸ˜’ enakan liat @mister.aloy ama @karenoct_",-1,67,unfollow lah muak bgt enakan liat aloy ama,1
Keknya kalo jadi erika lebih ke malu gasi drpd sakit hatiðŸ˜­,-1,61,keknya kalo jadi erika lebih ke malu gasi drpd sakit hati,1
"""Seneng yaa lihat orang sukses meeting. Ya Allah pengen sukses kayak gitu biar ada status di instastory""",1,104,seneng yaa lihat orang sukses meeting ya allah pengen sukses kayak gitu biar ada status di instastory,0
"""Intinya gasuka ajg selama ada listy . Ngrusak suasana""",-1,55,intinya gasuka ajg selama ada listy ngrusak suasana,1
Semua Relawan harusnya otomatis bubar setelah Pemilu selesai seperti halnya Tim Sukses bukan malah dipelihara. Semua Tim Relawan Capres sudah bubar dengan sendirinya Kecuali Relawannya Jokowi tetap dipertahankan.,1,212,semua relawan harusnya otomatis bubar setelah pemilu selesai seperti halnya tim sukses bukan malah dipelihara semua tim relawan capres sudah bubar dengan sendirinya kecuali relawannya jokowi tetap dipertahankan,0
Real aki aki pansos kaga malu dahðŸ˜‚ðŸ˜‚,-1,41,real aki aki pansos kaga malu dah,1
"Keberkahan, Keberlimpahan Dan Kemakmuran Selalu Bersama Diri Mu Masee Bravy..ðŸ˜‡ðŸ¤ðŸ”¥ðŸ’ª",1,93,keberkahan keberlimpahan dan kemakmuran selalu bersama diri mu masee bravy,0
keknya dia ini lagi hamill,-1,26,keknya dia ini lagi hamill,1
aura negatif nya kuat bngt,-1,26,aura negatif nya kuat bngt,1
"""Hbd mbak mel tambah cantik di panjangkan umurnya dan sehat selalu""",1,67,hbd mbak mel tambah cantik di panjangkan umurnya dan sehat selalu,0
"""Ngapa lidah Lo stroke amin deh kalau gtu""",-1,42,ngapa lidah lo stroke amin deh kalau gtu,1
binatang itu fitnah paling keji,1,31,binatang itu fitnah paling keji,0
keren juga foto mama papa nya latar merah kek mau daftar kerja ðŸ˜‚,1,67,keren juga foto mama papa nya latar merah kek mau daftar kerja,0
dosen gini tuh banyak banget ðŸ˜­,-1,33,dosen gini tuh banyak banget,1
"orang bener jodoh nya ya bener, orang gak bener ya jodohnya tidak akan bener rempong ðŸ¤£",-1,89,orang bener jodoh nya ya bener orang gak bener ya jodohnya tidak akan bener rempong,1
"kenapa bisa jadi menteri ya tu orang, heran gua",-1,47,kenapa bisa jadi menteri ya tu orang heran gua,1
"""kakak cantik bgt bismillah cerdasnya nular""",1,44,kakak cantik bgt bismillah cerdasnya nular,0
"""Perlahan karirmu ancur bro dan lu akan kembali kebawan""",-1,56,perlahan karirmu ancur bro dan lu akan kembali kebawan,1
Dia hanya seorang ibu.. terlepas dari apa yang sedang terjadi dia tetap ibu dari trio Na.. Dan anak-anak juga butuhkan kasih sayang ibu..,1,137,dia hanya seorang ibu terlepas dari apa yang sedang terjadi dia tetap ibu dari trio na dan anak anak juga butuhkan kasih sayang ibu,0
baru tau dosen dosen sekarang selain mengajar ternyata kurang ajar juga ya terlalu keseringan birahi otaknya agak ngelag ,-1,121,baru tau dosen dosen sekarang selain mengajar ternyata kurang ajar juga ya terlalu keseringan birahi otaknya agak ngelag,1
"Cantik cinta kuya, inilah sebenarnya kulit Indonesia woy, Tan skin banggalah kalian, tapi cinta kurangi baju terbuka nya yaa",1,124,cantik cinta kuya inilah sebenarnya kulit indonesia woy tan skin banggalah kalian tapi cinta kurangi baju terbuka nya yaa,0
"""ya Allah kenapa begitu sempurna sih ciptaanmu yg satu in""",1,58,ya allah kenapa begitu sempurna sih ciptaanmu yg satu in,0
BACOT TOWEL,-1,11,bacot towel,1
